text,date,n_favs,n_rts
"yo escogiendo nombres de variables cuando programo ser como
A de alfa altura alien
B de bandida 
C de coqueta 
D de dinamita",2022-05-23 04:03:43+00:00,1,1
amo tener profesores tan comprensivos 🥰❤️ https://t.co/F5XdY2Wc5h,2022-05-23 01:33:09+00:00,4,0
no lo encuentro el sentido a las personas que nunca interactúan absolutamente nada de uno pero de repente salen de… https://t.co/TI4Jx5GJrC,2022-05-23 00:34:03+00:00,4,1
de pana yo necesito que el fútbol desaparezca.,2022-05-22 17:50:58+00:00,2,0
de solo pensar en que ya va a comenzar el trimestre me dan ganas de llorar,2022-05-22 04:43:01+00:00,2,0
@maryemilli21200 a mí nunca,2022-05-22 04:14:36+00:00,1,0
"@lismarynl25 terminé reinstalando la aplicación 🤣😭 ahora pesa 600mb, gané",2022-05-21 23:09:10+00:00,1,0
"no entiendo literalmente borré todos los chats de ws con todo el contenido multimedia y la app sigue pensando 3gb,… https://t.co/x0yYjioMnP",2022-05-21 18:47:01+00:00,2,0
"para q complicarse tanto si puedes comprar toda vaina cerave, the ordinary y farmatodo y que sea lo que dios quiera",2022-05-21 01:36:05+00:00,1,0
@ericitodemar leí asíntonta y me quedé pensando cuál era el chiste,2022-05-20 20:59:16+00:00,2,0
@valeriasrc_ era mi pasatiempo favorito antes de ser vetado indefinidamente de la salita de compu y el centro de estudiantes,2022-05-20 20:39:35+00:00,1,0
"@pupilalejana felicitaciones profe! interesante texto y reflexión

ahora quiero jugar metal gear solid para enterar… https://t.co/qw6tuExL85",2022-05-20 19:27:09+00:00,1,0
"La ambición, delirio de grandeza
Hizo en mí un ser martirizado
Porque estaba locamente enamorado
Mujer, yo no merezco esa bajeza
💃🏻",2022-05-20 15:51:44+00:00,1,0
"@Joiber23X no le pares bro, a nadie le molestan unos correos de más 😅 solo es gracioso",2022-05-20 04:47:52+00:00,2,0
"@EsJavier_ y volvió a mandar correo, impresionante",2022-05-20 04:06:26+00:00,3,0
@EsJavier_ te mando energía mental y suerte amigo,2022-05-20 00:31:38+00:00,1,0
esto es lo que puedo ayudarles jaja saludos https://t.co/fRy2e89VVS,2022-05-19 22:34:26+00:00,2,0
@pupilalejana y yo de pana creyendo que había estado estudiando una carrera y se había graduado 🫥,2022-05-19 14:16:10+00:00,2,0
@angel16012 no digan vainas así pq pareciera que invalidan el esfuerzo de uno :/,2022-05-19 02:36:37+00:00,1,0
@StephaExposito ookk puedo morir tranquilo,2022-05-18 16:02:42+00:00,1,0
pregunta seria DE verdad: alguien a quien no le guste el pie de limón? me siento incomprendido de que a tanta gente… https://t.co/0sdFyRjoRk,2022-05-18 03:58:26+00:00,4,0
@EsJavier_ XDDDD,2022-05-17 04:50:04+00:00,1,0
@veroDLA team mate 3😭💜 best mate,2022-05-16 20:08:51+00:00,1,0
"@kekhanivore supongo q tiene q ver con tener afinidad, pq conozco a gente a la que le costó particularmente esa mat… https://t.co/gXkokE8vYZ",2022-05-16 18:13:08+00:00,3,0
@ericitodemar humillando a esta pobre alma que ve 💩mate💩 en vez de ✨cálculo✨,2022-05-16 18:07:27+00:00,1,0
@soapAlef este tipo se acaba de doxxear él solito.,2022-05-16 17:25:20+00:00,2,0
como si un tuit equis tuviera influencia sobre algo o fuera un paradigma que está en el reglamento de la universida… https://t.co/tKCy3gtRkL,2022-05-16 16:57:36+00:00,1,0
"qué te digo, I'm not a genius y sí me esfuerzo mucho para que me vaya más o menos bien. de ahí a creer que si no me… https://t.co/nVzexOYVIG",2022-05-16 16:57:36+00:00,1,0
@ericitodemar sí quiero 😭 nunca he tenido unos,2022-05-16 14:35:07+00:00,1,0
mi cumpleaños https://t.co/DtjU05wDIw,2022-05-16 04:04:30+00:00,1,0
los cursos de platzi be like aprende  a hacer hello world en python (con certificación)!!,2022-05-14 15:52:42+00:00,3,0
"@aaeilrv no es lo normal?, son menos seguros y completamente abiertos",2022-05-14 02:57:04+00:00,1,0
epaaaaa quién ha visto un general de música con el profesor David Pedroza?? saben cómo  es?? 🤧🤧,2022-05-13 18:19:19+00:00,1,0
yo me enteré que me bloqueaste porque me pasaron el tuit gg,2022-05-12 15:11:16+00:00,3,0
@yascgandreina https://t.co/epN5V7FBZ9 la única respuesta correcta,2022-05-11 13:44:57+00:00,1,0
@satannns una señal para que te abras of,2022-05-10 15:56:28+00:00,1,0
@MiniFreesia play tuneado,2022-05-10 04:02:16+00:00,3,0
"necesitar que un álbum de reguetón explore otros géneros para decir que es bueno o tiene algo de valor es ingenuo,… https://t.co/do7urGpB8y",2022-05-07 19:33:40+00:00,1,0
"@kekhanivore no me creo esa foto, salió increíble",2022-05-07 04:16:37+00:00,1,0
"Mejores canciones de Un Verano Sin Ti:
-Después de la Playa
-Neverita
-Moscow Mule
-Andrea
-El Apagón
-Party
-Callaita",2022-05-07 04:14:01+00:00,1,0
"Estaba viendo una de las clases grabadas de física 2 y pasó esto 🤣. Pobrecito el pana, quedó inmortalizado 😭 https://t.co/HZxJEH1ZdW",2022-05-07 03:37:29+00:00,2,0
@jesusbandezt está fuerte el tema,2022-05-07 01:10:23+00:00,1,0
"ya va en serio, por qué hay gente que sigue subiendo a la uni. para qué",2022-05-06 16:22:08+00:00,3,0
Ahora todos son fans de Star Wars y ninguno se ha leído el libro. 😒,2022-05-04 15:16:54+00:00,4,0
RT @mishhpr: https://t.co/4fDQjDgRP8,2022-05-04 14:15:27+00:00,0,11
@MiniFreesia https://t.co/L2b179Ta7x,2022-05-04 05:36:11+00:00,4,1
@angel16012 se le informa que la oferta estará adjunta en la última página del form,2022-05-02 20:58:31+00:00,4,1
están ladillitas con la oferta stop,2022-05-02 20:48:47+00:00,3,1
Que lindo fue ir ayer a la UCAB y reencontrarme con mis antiguos compañeros y los que faltaron...,2022-04-30 21:34:35+00:00,2,0
"reminder que juzgar gente que no conoces y tener prejuicios en su contra seguramente te hace mejor persona, claro q… https://t.co/jrmdlMo9Sz",2022-04-27 23:17:40+00:00,1,0
@manuespagueti usar el metro,2022-04-27 22:15:07+00:00,4,0
@ManzanillaL tiene miedo de que le eches la culpa de que vas raspando,2022-04-27 05:06:13+00:00,2,0
@pupilalejana estaré pendiente 👀,2022-04-26 02:14:34+00:00,1,0
"1. con un color en el título

no uno sino dos. hermoso álbum. no american football, ni cap'n jazz, ni sunny day rea… https://t.co/BXOTCmwCbr",2022-04-26 02:13:41+00:00,1,0
si twitter era un ambiente constructivo no quiero ver el destructivo https://t.co/F07PAWn9GP,2022-04-26 01:03:41+00:00,1,0
el rooftop concert fue un hito cultural y en la historia misma de la música popular,2022-04-25 21:53:04+00:00,1,0
@JosPrez48288946 @EsJavier_ la materia más difícil de la simón,2022-04-25 10:57:13+00:00,1,0
@EsJavier_ soy christopher obviamente pasé esa vaina a la primera hace literalmente 2 años,2022-04-25 10:12:04+00:00,1,0
"@MiniFreesia hace unos años pregunté en el jardín que está llegando a la simón por esta, que es que si de las menos… https://t.co/A1e5kOKLC6",2022-04-23 22:46:02+00:00,3,0
"@valeriasrc_ :oo eres 19, no sé por qué pensaba que eras como 17 o 16 🥵",2022-04-23 01:52:29+00:00,2,0
@EsJavier_ virizion le gana,2022-04-22 23:40:54+00:00,1,0
@angel16012 en rdr2 y sea of thieves hay agua bella también,2022-04-22 21:45:54+00:00,1,0
"y me cogieron, quién lo diría 😭 https://t.co/T727Mww4ix",2022-04-22 17:50:32+00:00,3,0
@EsJavier_ mira el que toma las fotos soy yo 😡,2022-04-22 11:45:44+00:00,1,0
@angel16012 los de Sergio Rojas en física 1 eran de un tipo lanzándose del edificio para no gastar tiempo bajando l… https://t.co/yDW7ZcYFyK,2022-04-22 11:39:45+00:00,2,0
"dándome cuenta de que pana yo llené cuadernos enteros en sociales y lenguaje, era EL nerd 🤓🤓🤓🤓🤓",2022-04-22 02:51:38+00:00,2,0
"Mi top 3 de amigos de carreras:
-Ninguno porque todos valen mucho para mí independientemente de la carrera que estu… https://t.co/vlLmziQ1u6",2022-04-21 23:41:49+00:00,2,0
@LeGranColombia es jesus david,2022-04-21 20:27:43+00:00,1,0
"@EsJavier_ nojoda más que pasado, todo un crack if you ask me",2022-04-21 20:12:01+00:00,1,0
"@purplenadhe sí, claro. qué feo me parece que los títulos tengan el masculino",2022-04-20 17:13:11+00:00,1,0
no lo pisen cuidado https://t.co/mj8mVeZHq1,2022-04-19 19:08:33+00:00,3,0
"la existencia y trascendencia de Windows y javascript será mi martirio hasta el fin de mis días, en serio",2022-04-19 05:19:02+00:00,2,0
acabo de ver que antony rangel me tiene bloqueado qué le habré hecho,2022-04-18 19:59:02+00:00,1,0
"@pupilalejana Me parece tan ilógico cuando me hacen preguntas de ese estilo a mí... 🤦🏻‍♂️
Lo veo comparable a pregu… https://t.co/yYRtat6tjh",2022-04-18 18:39:22+00:00,1,0
cosmo y wanda creen que uno es pendejo,2022-04-18 17:05:49+00:00,3,0
nuevo hashtag #FalsosUesebistas seguro están hablando de los rectores,2022-04-18 15:08:58+00:00,3,1
"""las primeras fotos de la semana""

tarde pa 😅",2022-04-18 12:14:12+00:00,1,0
implementar un lenguaje en python: no lo hagan 🤧,2022-04-17 22:14:08+00:00,2,0
"se puede decir que mi proyecto de traductores ya está listo y sirve completamente ✅
qué fino que sirva y que sí haya podido terminarlo 😭",2022-04-17 22:14:07+00:00,1,0
"""si me ven por ahí me saludan"" y me imagino que cuando los saludan debe ser como 🧍🤨❓",2022-04-17 17:24:42+00:00,1,0
"yo: deben estar casados de mí ya
mis amigos: literamente cansados de mí ya",2022-04-16 14:46:56+00:00,2,0
"cuando dices que un personaje de una serie está bien escrito te crece el cerebro, te haces automáticamente más inteligente 🧠💥",2022-04-15 05:35:44+00:00,1,0
@LeGranColombia tengo 3bs en el bolsillo te sirve?,2022-04-14 17:22:54+00:00,1,0
hablar mal por las redes de gente que no conoces en lo absoluto me suena a tw usb funando a alguien nuevo todos los… https://t.co/GajzIpioY3,2022-04-14 16:33:48+00:00,3,0
"sale pocas veces al año en ese mismo lugar, dura unos días y ahí mismo desaparece por siempre de nuevo 😭 https://t.co/MNkdiI3tr2",2022-04-13 16:39:05+00:00,1,0
estaría bien tener dinero suficiente para literalmente desaparecerse en un lugar en el que nadie sepa de mi maldita… https://t.co/VF6T1u4zpw,2022-04-13 00:25:05+00:00,1,1
@ericitodemar curioso es haber visto gente por aquí que sé que se ha copiado criticando y hablando paja de los copiones que sapearon ahorita,2022-04-12 02:12:22+00:00,4,0
@EsJavier_ toma https://t.co/AaJxCXeg5d,2022-04-10 15:18:03+00:00,1,0
@ericitodemar solo los uso pq pesan que si 5 veces menos jasjsa,2022-04-10 01:46:33+00:00,2,0
@EsJavier_ .,2022-04-08 05:29:25+00:00,1,0
"Apu seva de los sinso

pero soy yo yéndome de twitter chao buenas noches 👋🏻💕✨",2022-03-08 03:08:12+00:00,1,0
@gonthal 😭😭😭🤧,2022-03-08 01:57:46+00:00,1,0
dying of thirst de kendrick lamar porque lloro https://t.co/PA5RGQVWrC,2022-03-08 00:46:52+00:00,1,0
"@raooult casi llega a la mitad, worth it",2022-03-07 20:13:43+00:00,1,0
@raooult @aaeilrv dudo que sea la mitad de rápido https://t.co/cYMlcpDqh6,2022-03-07 18:23:18+00:00,1,0
agarré un punto con wifi en la uni so nice que me siento ahí por horas a ver videos de kpop en 1440p 60fps,2022-03-07 15:26:37+00:00,1,0
@jabondeAlef 🤧🫂,2022-03-07 03:02:12+00:00,1,0
@EsJavier_ XDDD fuiste el de arriba cuando le pasaste a bertha,2022-03-06 20:10:09+00:00,1,0
@Jpache_19 wtf cucaracha tuneada,2022-03-06 18:32:23+00:00,3,0
"yo preguntándome por qué
yo preguntándome por qué la gente de mate 5 necesita fotos del parcial si ya pasó y ya die… https://t.co/JxlZTFmaCU",2022-03-06 18:31:40+00:00,1,0
@TheNigroxHD @jabondeAlef no vale están gays,2022-03-06 04:43:39+00:00,2,0
@pupilalejana me sonaba haber visto la película de algún lado,2022-03-06 03:49:43+00:00,1,0
"@ericitodemar Entiendo a mi profe de física 3, debe estar molesto porque en los ahorros que debe tener en su país d… https://t.co/nb8Q6IUQgy",2022-03-06 03:45:43+00:00,1,0
cosas que jamás diré: https://t.co/9KEXpumwbk,2022-03-06 01:48:31+00:00,4,1
@valeriasrc_ tener windows es la cagada en sí,2022-03-05 23:58:26+00:00,3,0
@EsJavier_ físico bf bióloga gf,2022-03-05 23:42:07+00:00,3,0
https://t.co/xpbGjTaSdQ https://t.co/50heAE0RbK,2022-03-05 16:10:43+00:00,3,0
"haré la del nerd algún día haciendo algún hilo explicando algo de compu, amo mi carrera so much",2022-03-05 05:28:41+00:00,1,0
@MiniFreesia dios qué bueno,2022-03-05 05:10:16+00:00,1,0
"las mujeres tampoco pueden ser machistas, ciertamente 😙",2022-03-05 04:21:16+00:00,1,0
sesgos.,2022-03-05 04:17:58+00:00,1,0
"cómo puede ser que hay gente que dice que no es racista la gente que no sabe que lo que hace es racista, porque no… https://t.co/FFFfVYo0AE",2022-03-05 04:17:57+00:00,1,0
creer que por ser de color no puedes ser racista es sumamente ingenuo y dañino. me molesta de forma muy personal el… https://t.co/aptz0FKykl,2022-03-05 04:17:49+00:00,3,0
no tomo casi fotos https://t.co/70I1sj2voG,2022-03-05 03:14:57+00:00,3,0
habló el dueño del circo https://t.co/ph7sq99SGz,2022-03-04 23:24:24+00:00,1,0
yo tqm pero obviamente tengo la razón y soy moralmente superior a ti porque llevo 10 años estudiando en la universidad,2022-03-04 23:23:11+00:00,4,0
@ReyHades no he visto nada con él 🤧 soy muy nuevo todavía y ni he llegado a lenguajes. sus láminas son buenísimas,2022-03-04 18:27:35+00:00,1,0
flaviani es el mejor profesor de compu period,2022-03-04 17:42:55+00:00,2,0
"Sentado debajo de un árbol
Debajo de un árbol de mango
Sentado me puse a pensar
Los árboles tenemos que cuidar 🔥💯😩 https://t.co/135t5xQHiS",2022-03-04 15:58:18+00:00,2,0
@2diagon exactly https://t.co/GdpxQVwmf4,2022-03-04 15:55:31+00:00,1,0
hacerle una documentación horrible a una api debería ser penado con 15 años de prisión,2022-03-04 06:51:48+00:00,3,2
@LeGranColombia iba  a caerle a coñazos pero leí que es Lester Peña y ahora le caeré a coñazos,2022-03-04 05:27:19+00:00,1,0
a mí la coordinación no me dio permiso para ver dos generales en un trimestre y aunque no necesariamente ame cursar… https://t.co/UaeYf7ua1F,2022-03-04 03:22:23+00:00,3,0
@luisyeguezm más que la comida de @pqleq en una semana.,2022-03-04 01:59:30+00:00,1,0
@EsJavier_ la tecnología avanza a pasos agigantados,2022-03-04 01:23:38+00:00,1,0
@LeGranColombia coño de su madre lester me reí qué buena vaina,2022-03-04 00:00:51+00:00,2,0
@EsJavier_ https://t.co/7ST4lXkq4f estos amigo.,2022-03-03 23:32:50+00:00,1,0
@MiniFreesia @EsJavier_ coño creo que se parece 😭😭dime que sí es https://t.co/AImeFBnL9s,2022-03-03 00:37:51+00:00,3,0
desvalijada https://t.co/VzxsRoeQ0M https://t.co/6rfwuBDNp3,2022-03-02 22:09:07+00:00,2,0
@rohelysss los parciales deberían ser eternos,2022-03-02 20:43:55+00:00,1,0
"@jeaanibarra antes no estaba, that's the point",2022-03-02 16:39:22+00:00,1,0
@ericitodemar sipii,2022-03-02 16:09:04+00:00,1,0
aquí andamos https://t.co/cysRgX2GYk,2022-03-02 12:03:48+00:00,3,1
@Goosline @MiniFreesia temón,2022-03-02 02:33:34+00:00,1,0
"As a general rule, error recovery in LR parsers is a delicate topic that involves ancient rituals and black-magic.",2022-03-01 03:44:02+00:00,3,1
i know exceso de el madrisueño i'm fucked up,2022-03-01 03:12:01+00:00,3,0
interesantes los números https://t.co/28jd6cAtBt https://t.co/JHs9B4i0mZ,2022-03-01 03:11:58+00:00,1,0
"quiero saber qué están pensando los ejecutivos de bytedance, tenemos que hablar. https://t.co/LPySuWu2sr",2022-02-28 21:56:26+00:00,1,0
"segundos después de esa, tomé la misma foto con la cámara del Xiaomi y ....
en serio me da dolor físico el postproc… https://t.co/NVcNIrGcMy",2022-02-28 13:25:31+00:00,2,0
"no saber la diferencia entre intersecar e interceptar, o escribir 'intercepción' cuando te refieres a intersección… https://t.co/356tkhvVHQ",2022-02-27 20:46:03+00:00,2,0
@kekhanivore una belleza Goliath,2022-02-27 00:27:40+00:00,1,0
"@RFranqueza el de la universidad simón bolívar, en sartenejas",2022-02-26 17:08:47+00:00,1,0
@gonthal zulia no es mejor que polar pura paja,2022-02-26 16:32:52+00:00,1,0
"escuchar música ecualizada es, sin duda alguna, una de las cosas más nerds que hago, es literalmente 🤓",2022-02-26 16:26:47+00:00,1,0
@EsJavier_ te tendré que dejar de seguir si sigues contando vainas sin contexto...............,2022-02-26 03:05:01+00:00,1,0
tomo muchas fotos de todo pq me encanta pero está fino ver que a mucha gente más le gusten también,2022-02-26 00:18:56+00:00,4,0
"@kekhanivore recuerdo que la sala de meca los tenía en físico
solo supón que la sala existe y está abierta y ve a pedirlos",2022-02-26 00:13:33+00:00,1,0
@pupilalejana graciass 🥺,2022-02-26 00:10:39+00:00,1,0
@angel16012 se humilló solo diría yo,2022-02-25 03:42:06+00:00,1,0
@gonthal era mi olor,2022-02-25 01:39:30+00:00,1,0
qué estarán haciendo los políglotas lingüistas de mi tl :( estoy esperando sus 6 resultados de wordle en múltiples idiomas y modalidades,2022-02-24 04:40:12+00:00,1,0
@EsJavier_ ta difícil pq no odio nada,2022-02-24 04:22:11+00:00,1,0
@StephaExposito tengo que aprender a mayorar,2022-02-24 03:42:47+00:00,1,0
esquinas https://t.co/UwhklXUFYc,2022-02-23 17:34:13+00:00,1,0
yendo a presentar física https://t.co/hGjucr945x,2022-02-23 12:50:23+00:00,3,0
"he visto este pixelart al menos 30 veces en mi tl.
está bello, pero stop ,,,, https://t.co/1AMjZR6daj",2022-02-22 18:37:52+00:00,1,0
cómo estás dos semanas seguidas con ganas de llorar de forma ininterrumpida,2022-02-22 00:56:52+00:00,1,0
@gonthal un señor 🤝🏻,2022-02-21 16:58:24+00:00,1,0
@v_santaella bonito hilo 🥺,2022-02-20 03:13:17+00:00,1,0
Me metí a chismear en los replys del TikTok a ver qué decían y me encontré varios replys todo cogíos deseando que l… https://t.co/S9HiltdCRd,2022-02-19 23:13:10+00:00,3,1
@MiniFreesia 🙌,2022-02-19 17:23:10+00:00,1,0
la pregunta es: quién insiste en que no molesten a los nuevos https://t.co/TELymKMooc,2022-02-19 05:19:09+00:00,3,0
not me crying at liability - lorde,2022-02-18 04:38:32+00:00,1,0
"juraría que muy poca gente sabe llegar de la simón al idea desde dentro de la simón.
con suficiente tiempo y falta… https://t.co/JdcoW1rx5D",2022-02-18 03:28:05+00:00,1,1
@EsJavier_ XDDD meme vale tmq,2022-02-17 22:08:11+00:00,1,0
@LeGranColombia foto o fake,2022-02-17 18:37:41+00:00,1,0
@arjogezh me debe una chupeta desde 2020 y no me la ha pagado. https://t.co/rAukQFzIIg,2022-02-17 17:46:11+00:00,1,0
"el mes pasado escuché música de más o menos 150 álbumes y este mes estoy en un vaivén entre el madrileño y veteran, todo mal",2022-02-17 14:36:56+00:00,1,0
"A propósito de esa anécdota, hoy fui a pabellones y vi que todavía quedaba algo de lo que había escrito hace más de… https://t.co/oWgCX9rvjM",2022-02-16 22:46:20+00:00,3,1
"@gonthal En diciembre compré en Amazon estos
https://t.co/vOdfyEsyds para el teléfono y estos… https://t.co/CvUAeUzWN1",2022-02-15 22:48:59+00:00,1,0
los jardines de la uni están vueltas una selva. quería encontrar serpientes pero desafortunadamente no vi/escuché n… https://t.co/KOqhCxaz1l,2022-02-15 19:18:41+00:00,4,0
"me pegó un poco tarde, pero ya amo el madrileño 😭",2022-02-15 03:50:19+00:00,3,0
uno por cada ____ https://t.co/3qKVfrDTBD,2022-02-15 03:49:13+00:00,1,0
@aaeilrv unos scripts de python y acceso a la api de instagram ❤️,2022-02-14 21:14:01+00:00,1,0
@EsJavier_ ese polvo es el que hace que a los computistas les crezca el cabello el doble de rápido,2022-02-14 21:10:20+00:00,1,0
@ericitodemar puedo limpiar el router y el lugar donde me voy a sentar,2022-02-14 17:08:04+00:00,2,0
ok amo esto https://t.co/w4R6ffmABN,2022-02-12 22:13:12+00:00,1,0
@gonthal interactúo con este tuit porque ya me ha aparecido 4 veces y no sé qué quiere twitter que haga,2022-02-12 01:17:20+00:00,1,0
estudiar todo lo de semana 1 o avanzar unas 10 misiones de gta 4 ?? 😭,2022-02-11 20:00:47+00:00,1,0
hoy en 1998 salió in the aeroplane over the sea. ese es el tuit.,2022-02-11 03:02:04+00:00,1,0
"desempolvando por ahí me encontré mis tres parciales de mate 2

(sweet irony, en su momento me llegué a quejar por… https://t.co/qQgpOlT4iQ",2022-02-11 02:32:59+00:00,0,1
quiero hacer un hilo infinito de fotos de flores para subir individualmente cada flor/planta distinta a la que le h… https://t.co/DsoIwTlUBN,2022-02-10 23:19:00+00:00,2,0
@barbscarlet sí fui,2022-02-10 23:09:48+00:00,1,0
"@cchangUSB 🥺🥺🥺 qué bella. las penúltimas fotos que le había tomado al arbol fueron en 2020, son muy parecidas a esa… https://t.co/64onmRwA1w",2022-02-10 20:36:08+00:00,2,0
@segoviack yo las puse ahí. también puse un cocodrilo en 2019 pero creo que se murió por falta de alimento,2022-02-10 20:07:16+00:00,1,0
primera sem de trimestre y quiero llorar ya,2022-02-10 02:13:58+00:00,2,0
"fue día de estar triste ;-;

entre los viajes de ida y vuelta escuché

veteran de jpegmafia
el madrileño de c tanga… https://t.co/06S9rsNhzp",2022-02-08 03:02:18+00:00,1,0
@sarajademarie loveyou sube,2022-02-08 02:01:32+00:00,1,0
@Revolu01 @EsJavier_ brutal el username,2022-02-07 01:17:19+00:00,3,0
"me dijeron que maduro donó 28 autobuses yutong NUEVOS a la USB, me pueden confirmar si es cierto?",2022-02-05 15:48:51+00:00,1,0
@luisyeguezm este tipo no es amigo mío,2022-02-05 05:51:21+00:00,1,0
@EsJavier_ @binomiaa la novia de lester,2022-02-05 02:58:00+00:00,1,0
@sharitzard yo quiero jugarlo tambn,2022-02-05 02:57:38+00:00,1,0
"@EsJavier_ yo tuve 1 en inglés 3 por un año xdddd, también la eximí",2022-02-04 18:21:55+00:00,1,0
@luisasfa05 https://t.co/uSU77AAr2B,2022-02-04 17:03:57+00:00,1,0
@sharitzard detrás de un panadero hay una persona con sentimientos y necesidades de afecto...,2022-02-01 23:12:38+00:00,1,0
@sharitzard entonces si digo rue te aparecerá este tuit??? 🤔,2022-02-01 03:51:08+00:00,1,0
@_ArturoY @LalezkaDu prueba de que Venezuela se está arreglando qed,2022-01-31 16:17:58+00:00,2,0
@LeGranColombia RRAAAAA humildad locura,2022-01-31 05:10:05+00:00,1,0
"@EsJavier_ bello el leithold, lo mejor",2022-01-31 03:09:18+00:00,1,0
@EsJavier_ aviso que ese meme es una blasfemia,2022-01-31 03:06:44+00:00,1,0
@angel16012 https://t.co/4ZUkEo2FtL,2022-01-30 16:04:24+00:00,3,0
i love my niggas like white people love rap,2022-01-30 05:43:51+00:00,1,0
simplemente no puedes tener más de 15 años y querer ir a tomorrowland,2022-01-30 05:17:24+00:00,1,0
@isademotunui mecánico,2022-01-30 03:25:15+00:00,1,0
"@_idkangel mi comentario se refería a que si no sabes hacer el ejercicio, no mereces pasar la materia, no que ni no… https://t.co/LaecEn2fhY",2022-01-30 00:44:42+00:00,1,0
"@_idkangel si no entiendes una materia, no mereces pasar esa materia. si estás en la universidad y no te hace senti… https://t.co/mBTlP5Eopy",2022-01-30 00:44:27+00:00,3,0
"@_idkangel que farith explique mal, que no haya explicado siquiera, que sea mal profesor, que sea injusto corrigien… https://t.co/3Ecdo7rvW5",2022-01-30 00:36:06+00:00,1,0
"@_idkangel y la vi por primera vez en verano, está de más decir. no estoy hablando por hablar solo porque ya la vi… https://t.co/2lVMDcLASM",2022-01-30 00:33:22+00:00,1,0
@_idkangel jasjsas me podías etiquetar o citarme no tengo problema. si no me lo mandan ni me fuera aparecido tu bas… https://t.co/1cPZkHh1zN,2022-01-30 00:33:01+00:00,1,0
sí admito que es silly evaluar con un solo ejercicio pero el ejercicio en sí no parece siquiera algo del otro mundo… https://t.co/wS1eSV8ydc,2022-01-29 19:26:41+00:00,1,0
"si esto no te sale en 50 minutos en realidad no mereces pasar mate 3
(o en su defecto, mereces un 3 en la raya) https://t.co/Pn0gMZKU19",2022-01-29 19:12:46+00:00,3,0
@pqleq dije esquizofrenico y me salió una fiesta,2022-01-27 20:43:16+00:00,1,0
"ya me cae mal la gente que juega (y sube) wordle, en serio.
jueguen su vaina callados, qué fastidiosos compartiéndo… https://t.co/1ZYnG4YP5m",2022-01-27 04:00:48+00:00,4,2
not lanzarse un hilo para no admitir que eres un negador de cupos https://t.co/bYDjyg5cUR,2022-01-26 19:07:11+00:00,1,0
la gente en la simón se mete perico cero dudas,2022-01-25 16:38:53+00:00,4,0
@aaeilrv de pana luego de leer eso solo me queda dormir (y triste),2022-01-25 06:11:09+00:00,1,0
quiero anestesia total que dure para siempre si alguien tiene avise al dm urgente i don't wanna live anymore,2022-01-24 01:15:56+00:00,1,0
"importante, favor difundir",2022-01-23 16:40:31+00:00,2,0
Neighborhood #1 (Tunnels),2022-01-22 03:50:32+00:00,2,0
"recibí insultos por mandar 40 fotos de mis bias de kpop por un grupo de amigos
quiero estar solo necesito reconsiderar cosas",2022-01-22 03:44:10+00:00,1,0
"""You can't crush a soul here, that's what life on earth is for""",2022-01-22 00:57:28+00:00,1,0
me will end up alone,2022-01-21 20:23:38+00:00,1,0
@kekhanivore el chamo catire que habrás visto no era yo ni ninguno de mis amigos con los que estaba sentado ese día… https://t.co/D4gRG6Cdhw,2022-01-21 18:51:12+00:00,4,0
@kekhanivore ES MIO,2022-01-21 18:43:00+00:00,1,0
Universidad Omicron Bolívar (el mes que viene),2022-01-20 13:17:26+00:00,3,0
qn pa hablar por pictochat de nintendo,2022-01-20 13:16:34+00:00,2,0
@gonthal @aaeilrv tremendo álbum querrás decir,2022-01-20 03:03:54+00:00,3,0
All you had to do was follow the damn train CJ! https://t.co/7vzivLXhv2,2022-01-19 16:28:30+00:00,2,0
"happy porque acaban de dar las notas de algos y salí bien 🥺🥺 cuánto me cuesta esa materia, por fin pasé las 3 🔝",2022-01-18 20:23:06+00:00,1,0
@_ArturoY y luego te mata,2022-01-18 17:14:16+00:00,1,0
trasnocharse muriéndose escuchando nujabes vibes,2022-01-17 06:37:55+00:00,1,0
@aaeilrv jsasja no importa yo estaré escuhando Colgando en tus manos - Carlos Baute,2022-01-13 17:00:51+00:00,0,1
@isademotunui una metáfora de la supremacía de los mototaxistas,2022-01-11 01:31:31+00:00,4,0
"yo jamás sería machista, porque yo sí ayudo con las labores que le corresponden a las mujeres",2022-01-08 18:50:51+00:00,2,0
@Diegocentricoo en un iphone tomas fotos así desde la cámara de whatsapp,2022-01-06 03:07:41+00:00,1,0
"acabo de ver encanto y es una belleza, loved it.
cómo es que todo lo que compone lin-manuel miranda es tan increíble 😭 i don't get it",2022-01-02 02:01:22+00:00,1,0
@fungikami a qn asesinas hoy 🥺🥵 qué bonis ka tea mo 💜,2021-12-31 21:16:04+00:00,1,0
listo empezaré a hablar bien de todo y ya,2021-12-31 04:16:28+00:00,3,0
"qué va rauw se quedó enterrauw, de la tumba no sale",2021-12-30 18:28:14+00:00,1,0
@gonthal de bts o de kendrick lamar ???,2021-12-30 04:36:10+00:00,1,0
@MichelleOrell demasiado enchufada 😭,2021-12-30 00:54:58+00:00,1,0
@rohelysss PLÁSTICO,2021-12-29 20:14:25+00:00,1,0
@aaeilrv si no me l dices no lo creo,2021-12-29 15:09:38+00:00,1,0
@rohelysss es así,2021-12-29 13:14:30+00:00,1,0
